Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
SPRINGDALE CONDOMINIUM,"1,900,000","1,227.1","1,548",Sep-24,HINDHEDE WALK,Resale,Strata,114,"16,667",-,Condominium,1,999 yrs lease commencing from 1877,21,Outside Central Region,01 to 05
WATERFRONT ISLE,"900,000",592.02,"1,520",Sep-24,BEDOK RESERVOIR ROAD,Resale,Strata,55,"16,364",-,Condominium,1,99 yrs lease commencing from 2009,16,Outside Central Region,06 to 10
THE MINTON,"2,218,000","1,334.74","1,662",Sep-24,HOUGANG STREET 11,Resale,Strata,124,"17,887",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,11 to 15
THE INTERLACE,"2,730,000","1,593.07","1,714",Sep-24,DEPOT ROAD,Resale,Strata,148,"18,446",-,Condominium,1,99 yrs lease commencing from 2009,04,Rest of Central Region,06 to 10
GUILIN VIEW,"970,000",861.12,"1,126",Sep-24,BUKIT BATOK STREET 52,Resale,Strata,80,"12,125",-,Condominium,1,99 yrs lease commencing from 1996,23,Outside Central Region,11 to 15
THE GARDENS AT BISHAN,"2,050,000","1,151.75","1,780",Sep-24,SIN MING WALK,Resale,Strata,107,"19,159",-,Condominium,1,99 yrs lease commencing from 1997,20,Rest of Central Region,16 to 20
WALLICH RESIDENCE,"4,128,000","1,313.21","3,143",Sep-24,WALLICH STREET,Resale,Strata,122,"33,836",-,Apartment,1,99 yrs lease commencing from 2011,02,Core Central Region,41 to 45
NORTH PARK RESIDENCES,"1,308,000",731.95,"1,787",Sep-24,YISHUN CENTRAL 1,Resale,Strata,68,"19,235",-,Apartment,1,99 yrs lease commencing from 2015,27,Outside Central Region,06 to 10
THE GARDEN RESIDENCES,"1,260,000",688.9,"1,829",Sep-24,SERANGOON NORTH VIEW,Resale,Strata,64,"19,688",-,Apartment,1,99 yrs lease commencing from 2017,19,Outside Central Region,11 to 15
THE BELVEDERE,"2,900,000","1,367.03","2,121",Sep-24,MEYER ROAD,Resale,Strata,127,"22,835",-,Condominium,1,Freehold,15,Rest of Central Region,01 to 05
COMPASS HEIGHTS,"1,265,000","1,033.34","1,224",Sep-24,SENGKANG SQUARE,Resale,Strata,96,"13,177",-,Apartment,1,99 yrs lease commencing from 2000,19,Outside Central Region,11 to 15
UNITED MANSION,"1,630,000","1,140.98","1,429",Sep-24,EAST COAST ROAD,Resale,Strata,106,"15,377",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
PARC VERA,"1,250,000",871.88,"1,434",Sep-24,HOUGANG STREET 32,Resale,Strata,81,"15,432",-,Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,11 to 15
THE SEA VIEW,"4,321,888","1,646.89","2,624",Sep-24,AMBER ROAD,Resale,Strata,153,"28,248",-,Condominium,1,Freehold,15,Rest of Central Region,16 to 20
THE SUNNY SPRING,"1,980,000","1,194.8","1,657",Sep-24,LORONG 40 GEYLANG,Resale,Strata,111,"17,838",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
HILLION RESIDENCES,"835,500",538.2,"1,552",Sep-24,JELEBU ROAD,Resale,Strata,50,"16,710",-,Apartment,1,99 yrs lease commencing from 2013,23,Outside Central Region,06 to 10
PARC ESTA,"1,168,000",527.44,"2,214",Sep-24,SIMS AVENUE,Resale,Strata,49,"23,837",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,11 to 15
TREASURE AT TAMPINES,"1,800,888","1,011.82","1,780",Sep-24,TAMPINES LANE,Resale,Strata,94,"19,158",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,01 to 05
THE SEAWIND,"1,250,000",688.9,"1,814",Sep-24,LORONG M TELOK KURAU,Resale,Strata,64,"19,531",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
WATERBANK AT DAKOTA,"1,330,000",624.31,"2,130",Sep-24,DAKOTA CRESCENT,Resale,Strata,58,"22,931",-,Condominium,1,99 yrs lease commencing from 2009,14,Rest of Central Region,11 to 15
THE SAIL @ MARINA BAY,"1,254,900",613.55,"2,045",Sep-24,MARINA BOULEVARD,Resale,Strata,57,"22,016",-,Apartment,1,99 yrs lease commencing from 2002,01,Core Central Region,41 to 45
ONE PEARL BANK,"1,988,000",742.72,"2,677",Sep-24,PEARL BANK,Sub Sale,Strata,69,"28,812",-,Apartment,1,99 yrs lease commencing from 2019,03,Rest of Central Region,21 to 25
KINGSFORD . HILLVIEW PEAK,"2,465,000","2,529.54",974,Sep-24,HILLVIEW RISE,Resale,Strata,235,"10,489",-,Condominium,1,99 yrs lease commencing from 2012,23,Outside Central Region,26 to 30
AFFINITY AT SERANGOON,"945,000",538.2,"1,756",Sep-24,SERANGOON NORTH AVENUE 1,Sub Sale,Strata,50,"18,900",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
THE PALETTE,"1,768,000","1,173.28","1,507",Sep-24,PASIR RIS GROVE,Resale,Strata,109,"16,220",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,11 to 15
VERDALE,"1,160,000",613.55,"1,891",Sep-24,DE SOUZA AVENUE,Resale,Strata,57,"20,351",-,Apartment,1,99 yrs lease commencing from 2018,21,Rest of Central Region,01 to 05
WHISTLER GRAND,"845,000",441.32,"1,915",Sep-24,WEST COAST VALE,Resale,Strata,41,"20,610",-,Apartment,1,99 yrs lease commencing from 2018,05,Outside Central Region,21 to 25
KI RESIDENCES AT BROOKVALE,"1,700,000",742.72,"2,289",Sep-24,BROOKVALE DRIVE,Sub Sale,Strata,69,"24,638",-,Condominium,1,999 yrs lease commencing from 1885,21,Outside Central Region,11 to 15
CASA ROSA,"1,500,000","1,280.92","1,171",Sep-24,LORONG ONG LYE,Resale,Strata,119,"12,605",-,Condominium,1,99 yrs lease commencing from 1998,19,Outside Central Region,01 to 05
THE FLORENCE RESIDENCES,"816,000",473.62,"1,723",Sep-24,HOUGANG AVENUE 2,Sub Sale,Strata,44,"18,545",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
HIGH PARK RESIDENCES,"1,050,000",635.08,"1,653",Sep-24,FERNVALE ROAD,Resale,Strata,59,"17,797",-,Apartment,1,99 yrs lease commencing from 2014,28,Outside Central Region,11 to 15
CUSCADEN RESERVE,"2,566,620",807.3,"3,179",Sep-24,CUSCADEN ROAD,Resale,Strata,75,"34,222",-,Condominium,1,99 yrs lease commencing from 2018,10,Core Central Region,26 to 30
BLUE HORIZON,"1,228,000",904.18,"1,358",Sep-24,WEST COAST CRESCENT,Resale,Strata,84,"14,619",-,Condominium,1,99 yrs lease commencing from 2000,05,Outside Central Region,16 to 20
8 @ MOUNT SOPHIA,"2,450,000","1,377.79","1,778",Sep-24,MOUNT SOPHIA,Resale,Strata,128,"19,141",-,Condominium,1,103 yrs lease commencing from 2002,09,Core Central Region,06 to 10
THE ANSLEY,"2,486,000","1,280.92","1,941",Sep-24,MANDALAY ROAD,Resale,Strata,119,"20,891",-,Condominium,1,Freehold,11,Core Central Region,06 to 10
THE WOODLEIGH RESIDENCES,"1,600,000",699.66,"2,287",Sep-24,BIDADARI PARK DRIVE,Sub Sale,Strata,65,"24,615",-,Apartment,1,99 yrs lease commencing from 2017,13,Rest of Central Region,01 to 05
SUITES@ KATONG,"660,000",376.74,"1,752",Sep-24,TANJONG KATONG ROAD,Resale,Strata,35,"18,857",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
OLEANDER TOWERS,"1,780,000","1,140.98","1,560",Sep-24,LORONG 1 TOA PAYOH,Resale,Strata,106,"16,792",-,Apartment,1,99 yrs lease commencing from 1995,12,Rest of Central Region,16 to 20
HAIG 162,"695,000",365.98,"1,899",Sep-24,HAIG ROAD,Resale,Strata,34,"20,441",-,Apartment,1,Freehold,15,Rest of Central Region,06 to 10
EASTPOINT GREEN,"1,035,888",958,"1,081",Sep-24,SIMEI STREET 3,Resale,Strata,89,"11,639",-,Condominium,1,99 yrs lease commencing from 1996,18,Outside Central Region,01 to 05
10 EVELYN,"2,056,483",731.95,"2,810",Sep-24,EVELYN ROAD,New Sale,Strata,68,"30,242",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
WHISTLER GRAND,"2,280,000","1,280.92","1,780",Sep-24,WEST COAST VALE,Resale,Strata,119,"19,160",-,Apartment,1,99 yrs lease commencing from 2018,05,Outside Central Region,06 to 10
LAKEVILLE,"1,660,000",968.76,"1,714",Sep-24,JURONG LAKE LINK,Resale,Strata,90,"18,444",-,Condominium,1,99 yrs lease commencing from 2013,22,Outside Central Region,06 to 10
PARC BOTANNIA,"828,000",505.91,"1,637",Sep-24,FERNVALE STREET,Resale,Strata,47,"17,617",-,Condominium,1,99 yrs lease commencing from 2016,28,Outside Central Region,06 to 10
SPOTTISWOODE SUITES,"1,040,000",441.32,"2,357",Sep-24,SPOTTISWOODE PARK ROAD,Resale,Strata,41,"25,366",-,Apartment,1,Freehold,02,Rest of Central Region,11 to 15
19 NASSIM,"5,136,000","1,474.67","3,483",Sep-24,NASSIM HILL,New Sale,Strata,137,"37,489",-,Apartment,1,99 yrs lease commencing from 2019,10,Core Central Region,01 to 05
19 NASSIM,"5,321,000","1,474.67","3,608",Sep-24,NASSIM HILL,New Sale,Strata,137,"38,839",-,Apartment,1,99 yrs lease commencing from 2019,10,Core Central Region,06 to 10
DOUBLE BAY RESIDENCES,"1,790,800","1,270.15","1,410",Sep-24,SIMEI STREET 4,Resale,Strata,118,"15,176",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,06 to 10
SELETAR PARK RESIDENCE,"1,140,000","1,011.82","1,127",Sep-24,SELETAR ROAD,Resale,Strata,94,"12,128",-,Condominium,1,99 yrs lease commencing from 2011,28,Outside Central Region,01 to 05
COMMONWEALTH TOWERS,"1,010,000",473.62,"2,133",Sep-24,COMMONWEALTH AVENUE,Resale,Strata,44,"22,955",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,31 to 35
SCENECA RESIDENCE,"2,225,000","1,044.11","2,131",Sep-24,TANAH MERAH KECHIL LINK,New Sale,Strata,97,"22,938",-,Apartment,1,99 yrs lease commencing from 2021,16,Outside Central Region,06 to 10
KASSIA,"1,009,000",473.62,"2,130",Sep-24,FLORA DRIVE,New Sale,Strata,44,"22,932",-,Condominium,1,Freehold,17,Outside Central Region,01 to 05
THE WARREN,"1,400,000","1,227.1","1,141",Sep-24,CHOA CHU KANG LOOP,Resale,Strata,114,"12,281",-,Condominium,1,99 yrs lease commencing from 2001,23,Outside Central Region,06 to 10
BARTLEY RESIDENCES,"828,000",462.85,"1,789",Sep-24,LORONG HOW SUN,Resale,Strata,43,"19,256",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
THE PEAK @ CAIRNHILL I,"1,060,000",527.44,"2,010",Sep-24,CAIRNHILL CIRCLE,Resale,Strata,49,"21,633",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
ESPIRA SPRING,"1,350,000",893.41,"1,511",Sep-24,LORONG G TELOK KURAU,Resale,Strata,83,"16,265",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
HILLHAVEN,"1,509,511",699.66,"2,157",Sep-24,HILLVIEW RISE,New Sale,Strata,65,"23,223",-,Condominium,1,99 yrs lease commencing from 2023,23,Outside Central Region,01 to 05
REGENCY PARK,"5,125,000","2,249.68","2,278",Sep-24,NATHAN ROAD,Resale,Strata,209,"24,522",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
HILLHAVEN,"2,064,055","1,011.82","2,040",Sep-24,HILLVIEW RISE,New Sale,Strata,94,"21,958",-,Condominium,1,99 yrs lease commencing from 2023,23,Outside Central Region,11 to 15
SORA,"1,644,000",731.95,"2,246",Sep-24,YUAN CHING ROAD,New Sale,Strata,68,"24,176",-,Apartment,1,99 yrs lease commencing from 2023,22,Outside Central Region,06 to 10
PARC CLEMATIS,"1,900,000",914.94,"2,077",Sep-24,JALAN LEMPENG,Sub Sale,Strata,85,"22,353",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,01 to 05
TEMBUSU GRAND,"3,336,000","1,431.61","2,330",Sep-24,JALAN TEMBUSU,New Sale,Strata,133,"25,083",-,Condominium,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05
TEMBUSU GRAND,"3,517,000","1,431.61","2,457",Sep-24,JALAN TEMBUSU,New Sale,Strata,133,"26,444",-,Condominium,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15
SELETAR PARK RESIDENCE,"1,285,000","1,076.4","1,194",Sep-24,SELETAR ROAD,Resale,Strata,100,"12,850",-,Condominium,1,99 yrs lease commencing from 2011,28,Outside Central Region,01 to 05
EIGHT RIVERSUITES,"2,000,000","1,194.8","1,674",Sep-24,WHAMPOA EAST,Resale,Strata,111,"18,018",-,Condominium,1,99 yrs lease commencing from 2011,12,Rest of Central Region,21 to 25
STIRLING RESIDENCES,"1,038,000",441.32,"2,352",Sep-24,STIRLING ROAD,Resale,Strata,41,"25,317",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,06 to 10
THE WOODGROVE,"970,000","1,033.34",939,Sep-24,WOODGROVE DRIVE,Resale,Strata,96,"10,104",-,Apartment,1,99 yrs lease commencing from 1996,25,Outside Central Region,06 to 10
ASCENTIA SKY,"2,700,000","1,474.67","1,831",Sep-24,ALEXANDRA VIEW,Resale,Strata,137,"19,708",-,Condominium,1,99 yrs lease commencing from 2008,03,Rest of Central Region,06 to 10
PRESTIGE HEIGHTS,"928,000",581.26,"1,597",Sep-24,BALESTIER ROAD,Resale,Strata,54,"17,185",-,Apartment,1,Freehold,12,Rest of Central Region,11 to 15
NEPTUNE COURT,"1,653,333","1,636.13","1,011",Sep-24,MARINE VISTA,Resale,Strata,152,"10,877",-,Apartment,1,99 yrs lease commencing from 1975,15,Outside Central Region,06 to 10
RV RESIDENCES,"1,030,000",452.09,"2,278",Sep-24,RIVER VALLEY ROAD,Resale,Strata,42,"24,524",-,Condominium,1,999 yrs lease commencing from 1877,10,Core Central Region,06 to 10
THE DRAYCOTT,"5,000,000","2,637.18","1,896",Sep-24,DRAYCOTT PARK,Resale,Strata,245,"20,408",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
CANBERRA RESIDENCES,"1,268,000","1,151.75","1,101",Sep-24,CANBERRA DRIVE,Resale,Strata,107,"11,850",-,Condominium,1,99 yrs lease commencing from 2010,27,Outside Central Region,01 to 05
RIVERFRONT RESIDENCES,"2,820,000","1,679.18","1,679",Sep-24,HOUGANG AVENUE 7,Sub Sale,Strata,156,"18,077",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
HILLSTA,"1,010,000",753.48,"1,340",Sep-24,PHOENIX ROAD,Resale,Strata,70,"14,429",-,Condominium,1,99 yrs lease commencing from 2011,23,Outside Central Region,06 to 10
AQUARIUS BY THE PARK,"1,225,000","1,097.93","1,116",Sep-24,BEDOK RESERVOIR VIEW,Resale,Strata,102,"12,010",-,Condominium,1,99 yrs lease commencing from 1996,16,Outside Central Region,01 to 05
76 SHENTON,"1,730,000",979.52,"1,766",Sep-24,SHENTON WAY,Resale,Strata,91,"19,011",-,Apartment,1,99 yrs lease commencing from 2007,02,Core Central Region,06 to 10
LIVIA,"1,455,000","1,270.15","1,146",Sep-24,PASIR RIS GROVE,Resale,Strata,118,"12,331",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,01 to 05
FOREST WOODS,"1,325,000",656.6,"2,018",Sep-24,LORONG LEW LIAN,Resale,Strata,61,"21,721",-,Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,01 to 05
THE PANORAMA,"1,368,000",699.66,"1,955",Sep-24,ANG MO KIO AVENUE 2,Resale,Strata,65,"21,046",-,Condominium,1,99 yrs lease commencing from 2013,20,Outside Central Region,06 to 10
TANGLIN VIEW,"1,985,000","1,140.98","1,740",Sep-24,PRINCE CHARLES CRESCENT,Resale,Strata,106,"18,726",-,Condominium,1,99 yrs lease commencing from 1997,03,Rest of Central Region,11 to 15
HAIG 162,"1,150,000",581.26,"1,978",Sep-24,HAIG ROAD,Resale,Strata,54,"21,296",-,Apartment,1,Freehold,15,Rest of Central Region,06 to 10
THE RESIDENCES AT W SINGAPORE SENTOSA COVE,"3,036,000","1,657.66","1,832",Sep-24,OCEAN WAY,Resale,Strata,154,"19,714",-,Condominium,1,99 yrs lease commencing from 2006,04,Core Central Region,01 to 05
EIGHT RIVERSUITES,"1,300,000",699.66,"1,858",Sep-24,WHAMPOA EAST,Resale,Strata,65,"20,000",-,Condominium,1,99 yrs lease commencing from 2011,12,Rest of Central Region,16 to 20
THE TAPESTRY,"761,000",441.32,"1,724",Sep-24,TAMPINES STREET 86,Resale,Strata,41,"18,561",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,11 to 15
SOPHIA RESIDENCE,"2,880,000","1,711.48","1,683",Sep-24,SOPHIA ROAD,Resale,Strata,159,"18,113",-,Condominium,1,Freehold,09,Core Central Region,01 to 05
UPTOWN @ FARRER,"1,180,000",538.2,"2,192",Sep-24,PERUMAL ROAD,Resale,Strata,50,"23,600",-,Apartment,1,99 yrs lease commencing from 2017,08,Rest of Central Region,16 to 20
EUHABITAT,"718,000",516.67,"1,390",Sep-24,JALAN EUNOS,Resale,Strata,48,"14,958",-,Condominium,1,99 yrs lease commencing from 2010,14,Outside Central Region,01 to 05
WATERFRONT @ FABER,"1,033,000",721.19,"1,432",Sep-24,FABER WALK,Resale,Strata,67,"15,418",-,Apartment,1,99 yrs lease commencing from 2013,05,Outside Central Region,01 to 05
THE MINTON,"1,610,000","1,087.16","1,481",Sep-24,HOUGANG STREET 11,Resale,Strata,101,"15,941",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,06 to 10
THE WOODLEIGH RESIDENCES,"1,260,000",570.49,"2,209",Sep-24,BIDADARI PARK DRIVE,Sub Sale,Strata,53,"23,774",-,Apartment,1,99 yrs lease commencing from 2017,13,Rest of Central Region,11 to 15
WOODHAVEN,"841,400",645.84,"1,303",Sep-24,WOODGROVE AVENUE,Resale,Strata,60,"14,023",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
THE PANORAMA,"1,348,000",699.66,"1,927",Sep-24,ANG MO KIO AVENUE 2,Resale,Strata,65,"20,738",-,Condominium,1,99 yrs lease commencing from 2013,20,Outside Central Region,06 to 10
PENROSE,"1,540,000",699.66,"2,201",Sep-24,SIMS DRIVE,Sub Sale,Strata,65,"23,692",-,Apartment,1,99 yrs lease commencing from 2019,14,Rest of Central Region,06 to 10
RESIDENTIAL APARTMENTS,"1,500,000","1,302.44","1,152",Sep-24,GUILLEMARD ROAD,Resale,Strata,121,"12,397",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
THE WOODLEIGH RESIDENCES,"1,530,000",667.37,"2,293",Sep-24,BIDADARI PARK DRIVE,Sub Sale,Strata,62,"24,677",-,Apartment,1,99 yrs lease commencing from 2017,13,Rest of Central Region,06 to 10
TESSA LODGE,"2,000,000","1,227.1","1,630",Sep-24,MOUNTBATTEN ROAD,Resale,Strata,114,"17,544",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
CONCOURSE SKYLINE,"2,210,000","1,097.93","2,013",Sep-24,BEACH ROAD,Resale,Strata,102,"21,667",-,Apartment,1,99 yrs lease commencing from 2008,07,Core Central Region,26 to 30
H2O RESIDENCES,"1,190,000",882.65,"1,348",Sep-24,FERNVALE LINK,Resale,Strata,82,"14,512",-,Condominium,1,99 yrs lease commencing from 2010,28,Outside Central Region,06 to 10
8 FARRER SUITES,"1,120,000",624.31,"1,794",Sep-24,SING JOO WALK,Resale,Strata,58,"19,310",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
CORALS AT KEPPEL BAY,"2,020,000","1,001.05","2,018",Sep-24,KEPPEL BAY DRIVE,Resale,Strata,93,"21,720",-,Condominium,1,99 yrs lease commencing from 2007,04,Rest of Central Region,01 to 05
THE AMARELLE,"2,500,000","1,442.38","1,733",Sep-24,LIM AH WOO ROAD,Resale,Strata,134,"18,657",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
NORMANTON PARK,"1,340,000",656.6,"2,041",Sep-24,NORMANTON PARK,Sub Sale,Strata,61,"21,967",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,16 to 20
