Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
RIVERBANK @ FERNVALE,"1,280,000",947.23,"1,351",Apr-24,FERNVALE CLOSE,Resale,Strata,88,"14,545",-,Condominium,1,99 yrs lease commencing from 2013,28,Outside Central Region,06 to 10
AFFINITY AT SERANGOON,"1,008,888",613.55,"1,644",Apr-24,SERANGOON NORTH AVENUE 1,Sub Sale,Strata,57,"17,700",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
EIGHT COURTYARDS,"1,080,000",958,"1,127",Apr-24,CANBERRA DRIVE,Resale,Strata,89,"12,135",-,Condominium,1,99 yrs lease commencing from 2010,27,Outside Central Region,01 to 05
CRESCENDO BUILDING,"1,668,000","1,302.44","1,281",Apr-24,UPPER EAST COAST ROAD,Resale,Strata,121,"13,785",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
THE WHARF RESIDENCE,"3,150,000","1,334.74","2,360",Apr-24,TONG WATT ROAD,Resale,Strata,124,"25,403",-,Condominium,1,999 yrs lease commencing from 1841,09,Core Central Region,01 to 05
SANDY PALM,"1,762,000","1,786.82",986,Apr-24,JALAN LOYANG BESAR,Resale,Strata,166,"10,614",-,Condominium,1,99 yrs lease commencing from 1996,17,Outside Central Region,01 to 05
NEWTON 18,"1,320,000",613.55,"2,151",Apr-24,NEWTON ROAD,Resale,Strata,57,"23,158",-,Apartment,1,Freehold,11,Core Central Region,26 to 30
TREASURE AT TAMPINES,"2,880,000","1,722.24","1,672",Apr-24,TAMPINES LANE,Resale,Strata,160,"18,000",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,01 to 05
THE CENTRIS,"1,960,000","1,302.44","1,505",Apr-24,JURONG WEST CENTRAL 3,Resale,Strata,121,"16,198",-,Apartment,1,99 yrs lease commencing from 2006,22,Outside Central Region,06 to 10
CUSCADEN RESERVE,"3,088,000",936.47,"3,297",Apr-24,CUSCADEN ROAD,Resale,Strata,87,"35,494",-,Condominium,1,99 yrs lease commencing from 2018,10,Core Central Region,21 to 25
KINGSFORD . HILLVIEW PEAK,"1,230,000",850.36,"1,446",Apr-24,HILLVIEW RISE,Resale,Strata,79,"15,570",-,Condominium,1,99 yrs lease commencing from 2012,23,Outside Central Region,06 to 10
38 I SUITES,"818,000",452.09,"1,809",Apr-24,IPOH LANE,Resale,Strata,42,"19,476",-,Apartment,1,Freehold,15,Rest of Central Region,06 to 10
FLO RESIDENCE,"1,750,000","1,345.5","1,301",Apr-24,PUNGGOL FIELD WALK,Resale,Strata,125,"14,000",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
LAKE GRANDE,"1,200,000",613.55,"1,956",Apr-24,JURONG LAKE LINK,Resale,Strata,57,"21,053",-,Condominium,1,99 yrs lease commencing from 2015,22,Outside Central Region,06 to 10
VUE 8 RESIDENCE,"1,122,888",775.01,"1,449",Apr-24,PASIR RIS HEIGHTS,Resale,Strata,72,"15,596",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,11 to 15
THE LANAI,"1,670,000","1,044.11","1,599",Apr-24,HILLVIEW AVENUE,Resale,Strata,97,"17,216",-,Condominium,1,999 yrs lease commencing from 1885,23,Outside Central Region,06 to 10
CLOVER BY THE PARK,"2,518,888","1,248.62","2,017",Apr-24,BISHAN STREET 25,Resale,Strata,116,"21,715",-,Condominium,1,99 yrs lease commencing from 2007,20,Rest of Central Region,31 to 35
NORMANTON PARK,"1,480,000",731.95,"2,022",Apr-24,NORMANTON PARK,Sub Sale,Strata,68,"21,765",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,16 to 20
MEADOWS @ PEIRCE,"1,060,000",635.08,"1,669",Apr-24,UPPER THOMSON ROAD,Resale,Strata,59,"17,966",-,Condominium,1,Freehold,26,Outside Central Region,11 to 15
BOTANNIA,"2,160,000","1,248.62","1,730",Apr-24,WEST COAST PARK,Resale,Strata,116,"18,621",-,Condominium,1,956 yrs lease commencing from 1928,05,Outside Central Region,01 to 05
EVERGREEN PARK,"1,110,888","1,022.58","1,086",Apr-24,HOUGANG AVENUE 7,Resale,Strata,95,"11,694",-,Apartment,1,99 yrs lease commencing from 1995,19,Outside Central Region,06 to 10
PARK PLACE RESIDENCES AT PLQ,"1,520,000",667.37,"2,278",Apr-24,PAYA LEBAR ROAD,Resale,Strata,62,"24,516",-,Apartment,1,99 yrs lease commencing from 2015,14,Rest of Central Region,16 to 20
SPOTTISWOODE 18,"940,000",387.5,"2,426",Apr-24,SPOTTISWOODE PARK ROAD,Resale,Strata,36,"26,111",-,Apartment,1,Freehold,02,Rest of Central Region,16 to 20
WATERFRONT ISLE,"1,610,000","1,076.4","1,496",Apr-24,BEDOK RESERVOIR ROAD,Resale,Strata,100,"16,100",-,Condominium,1,99 yrs lease commencing from 2009,16,Outside Central Region,06 to 10
HORIZON TOWERS,"3,200,000","2,378.84","1,345",Apr-24,LEONIE HILL ROAD,Resale,Strata,221,"14,480",-,Condominium,1,99 yrs lease commencing from 1979,09,Core Central Region,06 to 10
STIRLING RESIDENCES,"1,450,000",656.6,"2,208",Apr-24,STIRLING ROAD,Resale,Strata,61,"23,770",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,21 to 25
BLUE HORIZON,"1,350,000",958,"1,409",Apr-24,WEST COAST CRESCENT,Resale,Strata,89,"15,169",-,Condominium,1,99 yrs lease commencing from 2000,05,Outside Central Region,21 to 25
ECO,"880,000",635.08,"1,386",Apr-24,BEDOK SOUTH AVENUE 3,Resale,Strata,59,"14,915",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,06 to 10
THE PEARL @ MOUNT FABER,"2,180,000","1,388.56","1,570",Apr-24,MOUNT FABER ROAD,Resale,Strata,129,"16,899",-,Condominium,1,99 yrs lease commencing from 2002,04,Rest of Central Region,01 to 05
THE FLORENCE RESIDENCES,"1,140,000",635.08,"1,795",Apr-24,HOUGANG AVENUE 2,Sub Sale,Strata,59,"19,322",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
TREASURE AT TAMPINES,"1,130,000",678.13,"1,666",Apr-24,TAMPINES LANE,Resale,Strata,63,"17,937",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,11 to 15
TREASURE AT TAMPINES,"980,000",592.02,"1,655",Apr-24,TAMPINES LANE,Resale,Strata,55,"17,818",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,06 to 10
FLO RESIDENCE,"1,805,000","1,345.5","1,342",Apr-24,PUNGGOL FIELD WALK,Resale,Strata,125,"14,440",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,16 to 20
SELETAR SPRINGS CONDOMINIUM,"995,000","1,011.82",983,Apr-24,GERALD DRIVE,Resale,Strata,94,"10,585",-,Condominium,1,99 yrs lease commencing from 1997,28,Outside Central Region,01 to 05
AVENUE SOUTH RESIDENCE,"1,720,000",688.9,"2,497",Apr-24,SILAT AVENUE,Sub Sale,Strata,64,"26,875",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,36 to 40
REFLECTIONS AT KEPPEL BAY,"1,840,000","1,076.4","1,709",Apr-24,KEPPEL BAY VIEW,Resale,Strata,100,"18,400",-,Condominium,1,99 yrs lease commencing from 2006,04,Rest of Central Region,01 to 05
CAPE ROYALE,"4,271,000","1,905.23","2,242",Apr-24,COVE WAY,Resale,Strata,177,"24,130",-,Condominium,1,99 yrs lease commencing from 2008,04,Core Central Region,16 to 20
THE LANDMARK,"1,502,922",495.14,"3,035",Apr-24,CHIN SWEE ROAD,New Sale,Strata,46,"32,672",-,Condominium,1,99 yrs lease commencing from 2020,03,Rest of Central Region,31 to 35
TERRA HILL,"2,539,000",904.18,"2,808",Apr-24,YEW SIANG ROAD,New Sale,Strata,84,"30,226",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
TREVISTA,"1,155,000",688.9,"1,677",Apr-24,LORONG 3 TOA PAYOH,Resale,Strata,64,"18,047",-,Condominium,1,99 yrs lease commencing from 2008,12,Rest of Central Region,01 to 05
LAVENDER RESIDENCE,"1,400,000",624.31,"2,242",Apr-24,LAVENDER STREET,New Sale,Strata,58,"24,138",-,Apartment,1,Freehold,12,Rest of Central Region,01 to 05
THE TRILINQ,"1,270,000",710.42,"1,788",Apr-24,JALAN LEMPENG,Resale,Strata,66,"19,242",-,Condominium,1,99 yrs lease commencing from 2012,05,Outside Central Region,31 to 35
COCO PALMS,"1,500,000",904.18,"1,659",Apr-24,PASIR RIS GROVE,Resale,Strata,84,"17,857",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,11 to 15
THOMSON IMPRESSIONS,"855,000",462.85,"1,847",Apr-24,LORONG PUNTONG,Resale,Strata,43,"19,884",-,Apartment,1,99 yrs lease commencing from 2015,20,Rest of Central Region,01 to 05
THE PEAK,"8,300,000","5,521.93","1,503",Apr-24,PEPYS ROAD,Resale,Strata,513,"16,179",-,Condominium,1,Freehold,05,Rest of Central Region,B1 to B5
THE HILLSIDE,"2,700,000","1,582.31","1,706",Apr-24,UPPER BUKIT TIMAH ROAD,Resale,Strata,147,"18,367",-,Condominium,1,Freehold,21,Outside Central Region,06 to 10
CENTRO RESIDENCES,"1,580,000",871.88,"1,812",Apr-24,ANG MO KIO AVENUE 8,Resale,Strata,81,"19,506",-,Condominium,1,99 yrs lease commencing from 2007,20,Outside Central Region,21 to 25
J GATEWAY,"958,000",495.14,"1,935",Apr-24,GATEWAY DRIVE,Resale,Strata,46,"20,826",-,Condominium,1,99 yrs lease commencing from 2012,22,Outside Central Region,06 to 10
THE LINE @ TANJONG RHU,"2,800,000","1,184.04","2,365",Apr-24,TANJONG RHU ROAD,Resale,Strata,110,"25,455",-,Condominium,1,Freehold,15,Rest of Central Region,06 to 10
THE CLEARWATER,"1,100,000",947.23,"1,161",Apr-24,BEDOK RESERVOIR VIEW,Resale,Strata,88,"12,500",-,Condominium,1,99 yrs lease commencing from 1997,16,Outside Central Region,01 to 05
THE CONTINUUM,"2,078,000",721.19,"2,881",Apr-24,THIAM SIEW AVENUE,New Sale,Strata,67,"31,015",-,Apartment,1,Freehold,15,Rest of Central Region,06 to 10
PARC ROSEWOOD,"650,000",548.96,"1,184",Apr-24,ROSEWOOD DRIVE,Resale,Strata,51,"12,745",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
NEWTON ONE,"3,880,000","1,808.35","2,146",Apr-24,NEWTON ROAD,Resale,Strata,168,"23,095",-,Condominium,1,Freehold,11,Core Central Region,21 to 25
EIGHT RIVERSUITES,"1,300,000",699.66,"1,858",Apr-24,WHAMPOA EAST,Resale,Strata,65,"20,000",-,Condominium,1,99 yrs lease commencing from 2011,12,Rest of Central Region,21 to 25
SIMS URBAN OASIS,"1,400,000",882.65,"1,586",Apr-24,SIMS DRIVE,Resale,Strata,82,"17,073",-,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,11 to 15
D'NEST,"742,000",484.38,"1,532",Apr-24,PASIR RIS GROVE,Resale,Strata,45,"16,489",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,06 to 10
MARINA BAY RESIDENCES,"1,590,000",742.72,"2,141",Apr-24,MARINA BOULEVARD,Resale,Strata,69,"23,043",-,Condominium,1,99 yrs lease commencing from 2005,01,Core Central Region,26 to 30
SIMS URBAN OASIS,"850,000",462.85,"1,836",Apr-24,SIMS DRIVE,Resale,Strata,43,"19,767",-,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,06 to 10
LUMIERE,"1,800,000",990.29,"1,818",Apr-24,MISTRI ROAD,Resale,Strata,92,"19,565",-,Apartment,1,99 yrs lease commencing from 2006,02,Core Central Region,31 to 35
SEA ESTA,"1,380,000","1,119.46","1,233",Apr-24,PASIR RIS LINK,Resale,Strata,104,"13,269",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,01 to 05
THE GERANIUM,"1,018,000",635.08,"1,603",Apr-24,MANGIS ROAD,Resale,Strata,59,"17,254",-,Condominium,1,Freehold,15,Rest of Central Region,01 to 05
ORCHARD SCOTTS,"3,100,000","1,872.94","1,655",Apr-24,ANTHONY ROAD,Resale,Strata,174,"17,816",-,Condominium,1,99 yrs lease commencing from 2001,09,Core Central Region,06 to 10
SKY@ELEVEN,"6,480,000","2,712.53","2,389",Apr-24,THOMSON LANE,Resale,Strata,252,"25,714",-,Condominium,1,Freehold,11,Core Central Region,36 to 40
NV RESIDENCES,"1,315,000","1,087.16","1,210",Apr-24,PASIR RIS GROVE,Resale,Strata,101,"13,020",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,01 to 05
THE GARDEN RESIDENCES,"1,550,000",871.88,"1,778",Apr-24,SERANGOON NORTH VIEW,Resale,Strata,81,"19,136",-,Apartment,1,99 yrs lease commencing from 2017,19,Outside Central Region,01 to 05
ECHELON,"1,903,000",861.12,"2,210",Apr-24,ALEXANDRA VIEW,Resale,Strata,80,"23,788",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,31 to 35
VUE 8 RESIDENCE,"850,000",473.62,"1,795",Apr-24,PASIR RIS HEIGHTS,Resale,Strata,44,"19,318",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,11 to 15
THE FLORENCE RESIDENCES,"1,730,000",925.7,"1,869",Apr-24,HOUGANG AVENUE 2,Sub Sale,Strata,86,"20,116",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
COSTA RHU,"1,850,000","1,399.32","1,322",Apr-24,RHU CROSS,Resale,Strata,130,"14,231",-,Condominium,1,99 yrs lease commencing from 1994,15,Rest of Central Region,01 to 05
DUO RESIDENCES,"1,942,000",839.59,"2,313",Apr-24,FRASER STREET,Resale,Strata,78,"24,897",-,Apartment,1,99 yrs lease commencing from 2011,07,Core Central Region,16 to 20
ST REGIS RESIDENCES SINGAPORE,"3,900,000","1,506.96","2,588",Apr-24,TANGLIN ROAD,Resale,Strata,140,"27,857",-,Apartment,1,999 yrs lease commencing from 1995,10,Core Central Region,01 to 05
NAUNG RESIDENCE,"868,000",538.2,"1,613",Apr-24,JALAN NAUNG,Resale,Strata,50,"17,360",-,Apartment,1,999 yrs lease commencing from 1883,19,Outside Central Region,01 to 05
EIGHT RIVERSUITES,"1,318,000",699.66,"1,884",Apr-24,WHAMPOA EAST,Resale,Strata,65,"20,277",-,Condominium,1,99 yrs lease commencing from 2011,12,Rest of Central Region,16 to 20
IMPERIAL HEIGHTS,"800,000",452.09,"1,770",Apr-24,IPOH LANE,Resale,Strata,42,"19,048",-,Apartment,1,Freehold,15,Rest of Central Region,06 to 10
AQUARIUS BY THE PARK,"1,700,000","1,227.1","1,385",Apr-24,BEDOK RESERVOIR VIEW,Resale,Strata,114,"14,912",-,Condominium,1,99 yrs lease commencing from 1996,16,Outside Central Region,16 to 20
CUSCADEN RESERVE,"2,019,000",699.66,"2,886",Apr-24,CUSCADEN ROAD,Resale,Strata,65,"31,062",-,Condominium,1,99 yrs lease commencing from 2018,10,Core Central Region,11 to 15
THE TANAMERA,"1,430,000","1,323.97","1,080",Apr-24,TANAH MERAH KECHIL ROAD,Resale,Strata,123,"11,626",-,Condominium,1,99 yrs lease commencing from 1990,16,Outside Central Region,06 to 10
CUSCADEN RESERVE,"2,366,000",807.3,"2,931",Apr-24,CUSCADEN ROAD,Resale,Strata,75,"31,547",-,Condominium,1,99 yrs lease commencing from 2018,10,Core Central Region,06 to 10
HILLSTA,"1,180,000",861.12,"1,370",Apr-24,PHOENIX ROAD,Resale,Strata,80,"14,750",-,Condominium,1,99 yrs lease commencing from 2011,23,Outside Central Region,21 to 25
RIVIERA 38,"1,758,888","1,140.98","1,542",Apr-24,MAR THOMA ROAD,Resale,Strata,106,"16,593",-,Apartment,1,999 yrs lease commencing from 1882,12,Rest of Central Region,06 to 10
THE FORD @ HOLLAND,"1,088,000",548.96,"1,982",Apr-24,FORD AVENUE,Resale,Strata,51,"21,333",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
TREASURE AT TAMPINES,"990,000",592.02,"1,672",Apr-24,TAMPINES LANE,Resale,Strata,55,"18,000",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,06 to 10
NORMANTON PARK,"1,170,000",495.14,"2,363",Apr-24,NORMANTON PARK,Sub Sale,Strata,46,"25,435",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,11 to 15
CUSCADEN RESERVE,"2,335,000",807.3,"2,892",Apr-24,CUSCADEN ROAD,Resale,Strata,75,"31,133",-,Condominium,1,99 yrs lease commencing from 2018,10,Core Central Region,06 to 10
THE CITRON RESIDENCES,"1,170,000",667.37,"1,753",Apr-24,MARNE ROAD,Resale,Strata,62,"18,871",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
THE GLADES,"835,000",473.62,"1,763",Apr-24,BEDOK RISE,Resale,Strata,44,"18,977",-,Condominium,1,99 yrs lease commencing from 2013,16,Outside Central Region,06 to 10
TREASURE AT TAMPINES,"1,393,800",882.65,"1,579",Apr-24,TAMPINES LANE,Resale,Strata,82,"16,998",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,01 to 05
THE GLADES,"828,000",452.09,"1,832",Apr-24,BEDOK RISE,Resale,Strata,42,"19,714",-,Condominium,1,99 yrs lease commencing from 2013,16,Outside Central Region,06 to 10
EIGHT COURTYARDS,"1,300,000","1,011.82","1,285",Apr-24,CANBERRA DRIVE,Resale,Strata,94,"13,830",-,Condominium,1,99 yrs lease commencing from 2010,27,Outside Central Region,11 to 15
19 NASSIM,"3,047,000",925.7,"3,292",Apr-24,NASSIM HILL,New Sale,Strata,86,"35,430",-,Apartment,1,99 yrs lease commencing from 2019,10,Core Central Region,06 to 10
STIRLING RESIDENCES,"1,460,000",624.31,"2,339",Apr-24,STIRLING ROAD,Resale,Strata,58,"25,172",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,36 to 40
HILLOCK GREEN,"2,639,000","1,313.21","2,010",Apr-24,LENTOR CENTRAL,New Sale,Strata,122,"21,631",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,06 to 10
PARQ BELLA,"2,561,000","1,097.93","2,333",Apr-24,TEMBELING ROAD,New Sale,Strata,102,"25,108",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
STIRLING RESIDENCES,"1,446,000",635.08,"2,277",Apr-24,STIRLING ROAD,Resale,Strata,59,"24,508",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,26 to 30
VISTA RESIDENCES,"1,180,000",635.08,"1,858",Apr-24,JALAN DATOH,Resale,Strata,59,"20,000",-,Condominium,1,Freehold,12,Rest of Central Region,11 to 15
VIVA VISTA,"700,000",376.74,"1,858",Apr-24,SOUTH BUONA VISTA ROAD,Resale,Strata,35,"20,000",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
THREE 11,"985,000",473.62,"2,080",Apr-24,UPPER THOMSON ROAD,Resale,Strata,44,"22,386",-,Apartment,1,Freehold,20,Rest of Central Region,01 to 05
VERSILIA ON HAIG,"2,180,000","1,130.22","1,929",Apr-24,IPOH LANE,Resale,Strata,105,"20,762",-,Condominium,1,Freehold,15,Rest of Central Region,16 to 20
LENTOR HILLS RESIDENCES,"1,647,000",688.9,"2,391",Apr-24,LENTOR HILLS ROAD,New Sale,Strata,64,"25,734",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,16 to 20
DAKOTA RESIDENCES,"3,500,000","1,894.46","1,847",Apr-24,DAKOTA CRESCENT,Resale,Strata,176,"19,886",-,Condominium,1,99 yrs lease commencing from 2007,14,Rest of Central Region,06 to 10
368 THOMSON,"1,180,000",688.9,"1,713",Apr-24,THOMSON ROAD,Resale,Strata,64,"18,438",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
KLIMT CAIRNHILL,"3,115,000",893.41,"3,487",Apr-24,CAIRNHILL ROAD,New Sale,Strata,83,"37,530",-,Apartment,1,Freehold,09,Core Central Region,26 to 30
WATERFRONT WAVES,"2,118,400","1,323.97","1,600",Apr-24,BEDOK RESERVOIR ROAD,Resale,Strata,123,"17,223",-,Condominium,1,99 yrs lease commencing from 2007,16,Outside Central Region,06 to 10
SIN MING CENTRE,"49,000,000","15,424.81","3,177",Apr-24,SIN MING ROAD,Resale,Land,"1,433","34,194",-,Apartment,1,Freehold,20,Rest of Central Region,01 to 05
CUSCADEN RESERVE,"3,141,000",936.47,"3,354",Apr-24,CUSCADEN ROAD,Resale,Strata,87,"36,103",-,Condominium,1,99 yrs lease commencing from 2018,10,Core Central Region,21 to 25
SKYSUITES@ANSON,"885,000",365.98,"2,418",Apr-24,ENGGOR STREET,Resale,Strata,34,"26,029",-,Apartment,1,99 yrs lease commencing from 2008,02,Core Central Region,41 to 45
THE VANDERLINT,"850,000",527.44,"1,612",Apr-24,CEYLON ROAD,Resale,Strata,49,"17,347",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
BOTANIC GARDENS VIEW,"3,830,000","1,754.53","2,183",Apr-24,TAMAN SERASI,Resale,Strata,163,"23,497",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
BLOSSOMS BY THE PARK,"2,424,000",914.94,"2,649",Apr-24,SLIM BARRACKS RISE,New Sale,Strata,85,"28,518",-,Apartment,1,99 yrs lease commencing from 2022,05,Rest of Central Region,21 to 25
PARC ESTA,"1,370,000",602.78,"2,273",Apr-24,SIMS AVENUE,Resale,Strata,56,"24,464",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,16 to 20
EDELWEISS PARK CONDOMINIUM,"1,580,000","1,334.74","1,184",Apr-24,FLORA ROAD,Resale,Strata,124,"12,742",-,Condominium,1,Freehold,17,Outside Central Region,01 to 05
THE FLORENCE RESIDENCES,"790,000",484.38,"1,631",Apr-24,HOUGANG AVENUE 2,Sub Sale,Strata,45,"17,556",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
THE INTERLACE,"3,600,000","2,260.44","1,593",Apr-24,DEPOT ROAD,Resale,Strata,210,"17,143",-,Condominium,1,99 yrs lease commencing from 2009,04,Rest of Central Region,06 to 10
CAPE ROYALE,"5,825,000","2,508.01","2,323",Apr-24,COVE WAY,Resale,Strata,233,"25,000",-,Condominium,1,99 yrs lease commencing from 2008,04,Core Central Region,11 to 15
PRESTIGE HEIGHTS,"624,000",344.45,"1,812",Apr-24,BALESTIER ROAD,Resale,Strata,32,"19,500",-,Apartment,1,Freehold,12,Rest of Central Region,11 to 15
CITY GATE,"1,580,000","1,065.64","1,483",Apr-24,BEACH ROAD,Resale,Strata,99,"15,960",-,Apartment,1,99 yrs lease commencing from 2014,07,Rest of Central Region,21 to 25
CASTLE GREEN,"1,250,000",947.23,"1,320",Apr-24,YIO CHU KANG ROAD,Resale,Strata,88,"14,205",-,Condominium,1,99 yrs lease commencing from 1993,26,Outside Central Region,01 to 05
KANDIS RESIDENCE,"1,138,888",807.3,"1,411",Apr-24,KANDIS LINK,Resale,Strata,75,"15,185",-,Condominium,1,99 yrs lease commencing from 2016,27,Outside Central Region,01 to 05
76 SHENTON,"1,780,000",979.52,"1,817",Apr-24,SHENTON WAY,Resale,Strata,91,"19,560",-,Apartment,1,99 yrs lease commencing from 2007,02,Core Central Region,11 to 15
SIMS URBAN OASIS,"860,000",484.38,"1,775",Apr-24,SIMS DRIVE,Resale,Strata,45,"19,111",-,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,11 to 15
WATERVIEW,"1,080,000",979.52,"1,103",Apr-24,TAMPINES AVENUE 1,Resale,Strata,91,"11,868",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,01 to 05
PALM ISLES,"1,700,000","1,323.97","1,284",Apr-24,FLORA DRIVE,Resale,Strata,123,"13,821",-,Condominium,1,99 yrs lease commencing from 2011,17,Outside Central Region,06 to 10
EVERGREEN PARK,"1,050,000","1,022.58","1,027",Apr-24,HOUGANG AVENUE 7,Resale,Strata,95,"11,053",-,Apartment,1,99 yrs lease commencing from 1995,19,Outside Central Region,06 to 10
THE CREEK @ BUKIT,"870,000",462.85,"1,880",Apr-24,TOH TUCK ROAD,Resale,Strata,43,"20,233",-,Condominium,1,Freehold,21,Rest of Central Region,01 to 05
THE TRE VER,"2,080,000","1,097.93","1,894",Apr-24,POTONG PASIR AVENUE 1,Sub Sale,Strata,102,"20,392",-,Condominium,1,99 yrs lease commencing from 2018,13,Rest of Central Region,01 to 05
JEWEL OF BALMORAL,"1,880,000",828.83,"2,268",Apr-24,BALMORAL PARK,Resale,Strata,77,"24,416",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
PARC CLEMATIS,"2,200,000","1,044.11","2,107",Apr-24,JALAN LEMPENG,Sub Sale,Strata,97,"22,680",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,06 to 10
MELVILLE PARK,"838,000",936.47,895,Apr-24,SIMEI STREET 1,Resale,Strata,87,"9,632",-,Condominium,1,99 yrs lease commencing from 1992,18,Outside Central Region,01 to 05
PARC ESTA,"1,610,000",710.42,"2,266",Apr-24,SIMS AVENUE,Resale,Strata,66,"24,394",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,16 to 20
