Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
LE QUEST,"1,135,000",699.66,"1,622",Aug-23,BUKIT BATOK STREET 41,Resale,Strata,65,"17,462",-,Apartment,1,99 yrs lease commencing from 2016,23,Outside Central Region,06 to 10
REGENT RESIDENCES,"1,050,000",688.9,"1,524",Aug-23,SERANGOON ROAD,Resale,Strata,64,"16,406",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
AFFINITY AT SERANGOON,"2,045,000","1,076.4","1,900",Aug-23,SERANGOON NORTH AVENUE 1,Sub Sale,Strata,100,"20,450",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
THE PALETTE,"1,100,000",742.72,"1,481",Aug-23,PASIR RIS GROVE,Resale,Strata,69,"15,942",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,01 to 05
SANDY PALM,"1,170,000","1,248.62",937,Aug-23,JALAN LOYANG BESAR,Resale,Strata,116,"10,086",-,Condominium,1,99 yrs lease commencing from 1996,17,Outside Central Region,01 to 05
SENGKANG GRAND RESIDENCES,"1,000,000",505.91,"1,977",Aug-23,COMPASSVALE BOW,Sub Sale,Strata,47,"21,277",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
REGENT PARK,"1,200,000",904.18,"1,327",Aug-23,JALAN LEMPENG,Resale,Strata,84,"14,286",-,Condominium,1,99 yrs lease commencing from 1993,05,Outside Central Region,01 to 05
RIVERFRONT RESIDENCES,"1,700,000","1,065.64","1,595",Aug-23,HOUGANG AVENUE 7,Sub Sale,Strata,99,"17,172",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
TREASURE AT TAMPINES,"1,408,000",914.94,"1,539",Aug-23,TAMPINES LANE,Sub Sale,Strata,85,"16,565",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,06 to 10
THE TAPESTRY,"765,000",441.32,"1,733",Aug-23,TAMPINES STREET 86,Resale,Strata,41,"18,659",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,06 to 10
THE POIZ RESIDENCES,"1,190,000",581.26,"2,047",Aug-23,MEYAPPA CHETTIAR ROAD,Resale,Strata,54,"22,037",-,Apartment,1,99 yrs lease commencing from 2014,13,Rest of Central Region,16 to 20
VERDURE,"1,970,000","1,065.64","1,849",Aug-23,HOLLAND ROAD,Resale,Strata,99,"19,899",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
RIS GRANDEUR,"1,380,000","1,065.64","1,295",Aug-23,ELIAS ROAD,Resale,Strata,99,"13,939",-,Condominium,1,Freehold,18,Outside Central Region,06 to 10
CASA MERAH,"2,020,000","1,550.02","1,303",Aug-23,TANAH MERAH KECHIL AVENUE,Resale,Strata,144,"14,028",-,Apartment,1,99 yrs lease commencing from 2006,16,Outside Central Region,01 to 05
PARC ROSEWOOD,"760,000",581.26,"1,308",Aug-23,ROSEWOOD DRIVE,Resale,Strata,54,"14,074",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
LEITH GROVE,"1,240,000","1,227.1","1,011",Aug-23,LEITH PARK,Resale,Strata,114,"10,877",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
EDELWEISS PARK CONDOMINIUM,"1,165,000","1,033.34","1,127",Aug-23,FLORA ROAD,Resale,Strata,96,"12,135",-,Condominium,1,Freehold,17,Outside Central Region,01 to 05
TREASURE AT TAMPINES,"1,750,000","1,087.16","1,610",Aug-23,TAMPINES LANE,Sub Sale,Strata,101,"17,327",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,06 to 10
THE NAVIAN,"1,175,000",656.6,"1,790",Aug-23,JALAN EUNOS,Resale,Strata,61,"19,262",-,Apartment,1,Freehold,14,Outside Central Region,01 to 05
LA FIESTA,"1,650,000","1,001.05","1,648",Aug-23,SENGKANG SQUARE,Resale,Strata,93,"17,742",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,11 to 15
CRADELS,"900,000",581.26,"1,548",Aug-23,LORONG LIMAU,Resale,Strata,54,"16,667",-,Apartment,1,Freehold,12,Rest of Central Region,16 to 20
COASTARINA,"1,480,000",839.59,"1,763",Aug-23,EAST COAST ROAD,Resale,Strata,78,"18,974",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
THE TRE VER,"1,295,000",699.66,"1,851",Aug-23,POTONG PASIR AVENUE 1,Sub Sale,Strata,65,"19,923",-,Condominium,1,99 yrs lease commencing from 2018,13,Rest of Central Region,01 to 05
ONE HOLLAND VILLAGE RESIDENCES,"2,280,000",796.54,"2,862",Aug-23,HOLLAND VILLAGE WAY,New Sale,Strata,74,"30,811",-,Apartment,1,99 yrs lease commencing from 2018,10,Core Central Region,31 to 35
AVENUE SOUTH RESIDENCE,"1,750,000",721.19,"2,427",Aug-23,SILAT AVENUE,Sub Sale,Strata,67,"26,119",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,16 to 20
MIDTOWN BAY,"2,361,000",742.72,"3,179",Aug-23,BEACH ROAD,New Sale,Strata,69,"34,217",-,Apartment,1,99 yrs lease commencing from 2018,07,Core Central Region,16 to 20
TANGLIN VIEW,"1,828,000","1,162.51","1,572",Aug-23,PRINCE CHARLES CRESCENT,Resale,Strata,108,"16,926",-,Condominium,1,99 yrs lease commencing from 1997,03,Rest of Central Region,01 to 05
MIDTOWN MODERN,"3,966,000","1,442.38","2,750",Aug-23,TAN QUEE LAN STREET,New Sale,Strata,134,"29,597",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,01 to 05
PARC ELEGANCE,"650,000",398.27,"1,632",Aug-23,TELOK KURAU ROAD,Resale,Strata,37,"17,568",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
PULLMAN RESIDENCES NEWTON,"1,563,000",462.85,"3,377",Aug-23,DUNEARN ROAD,New Sale,Strata,43,"36,349",-,Apartment,1,Freehold,11,Core Central Region,21 to 25
EUHABITAT,"790,000",538.2,"1,468",Aug-23,JALAN EUNOS,Resale,Strata,50,"15,800",-,Condominium,1,99 yrs lease commencing from 2010,14,Outside Central Region,01 to 05
COMMONWEALTH TOWERS,"988,000",462.85,"2,135",Aug-23,COMMONWEALTH AVENUE,Resale,Strata,43,"22,977",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,31 to 35
THE DAIRY FARM,"1,800,000","1,162.51","1,548",Aug-23,DAIRY FARM ROAD,Resale,Strata,108,"16,667",-,Condominium,1,Freehold,23,Outside Central Region,01 to 05
Q BAY RESIDENCES,"1,120,000",796.54,"1,406",Aug-23,TAMPINES STREET 86,Resale,Strata,74,"15,135",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,11 to 15
LEEDON GREEN,"1,698,000",688.9,"2,465",Aug-23,LEEDON HEIGHTS,New Sale,Strata,64,"26,531",-,Condominium,1,Freehold,10,Core Central Region,11 to 15
CORONA VILLE,"2,475,000","1,431.61","1,729",Aug-23,JALAN HAJI ALIAS,Resale,Strata,133,"18,609",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
LAUREL TREE,"848,000",807.3,"1,050",Aug-23,HILLVIEW TERRACE,Resale,Strata,75,"11,307",-,Apartment,1,Freehold,23,Outside Central Region,06 to 10
MON JERVOIS,"2,620,000","1,388.56","1,887",Aug-23,JERVOIS ROAD,Resale,Strata,129,"20,310",-,Condominium,1,99 yrs lease commencing from 2012,10,Core Central Region,01 to 05
SEASCAPE,"4,461,000","2,174.33","2,052",Aug-23,COVE WAY,Resale,Strata,202,"22,084",-,Condominium,1,99 yrs lease commencing from 2007,04,Core Central Region,06 to 10
THE MYST,"2,005,000","1,033.34","1,940",Aug-23,UPPER BUKIT TIMAH ROAD,New Sale,Strata,96,"20,885",-,Condominium,1,99 yrs lease commencing from 2023,23,Outside Central Region,06 to 10
THE LAKEGARDEN RESIDENCES,"1,433,100",678.13,"2,113",Aug-23,YUAN CHING ROAD,New Sale,Strata,63,"22,748",-,Apartment,1,99 yrs lease commencing from 2023,22,Outside Central Region,06 to 10
NV RESIDENCES,"1,520,000","1,227.1","1,239",Aug-23,PASIR RIS GROVE,Resale,Strata,114,"13,333",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,06 to 10
NV RESIDENCES,"955,000",742.72,"1,286",Aug-23,PASIR RIS GROVE,Resale,Strata,69,"13,841",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,06 to 10
EAST PALM,"1,860,000","1,194.8","1,557",Aug-23,PALM ROAD,Resale,Strata,111,"16,757",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
THE POIZ RESIDENCES,"828,000",419.8,"1,972",Aug-23,MEYAPPA CHETTIAR ROAD,Resale,Strata,39,"21,231",-,Apartment,1,99 yrs lease commencing from 2014,13,Rest of Central Region,06 to 10
SYMPHONY SUITES,"1,300,000","1,022.58","1,271",Aug-23,YISHUN CLOSE,Resale,Strata,95,"13,684",-,Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,11 to 15
NORTH PARK RESIDENCES,"1,680,000",968.76,"1,734",Aug-23,YISHUN CENTRAL 1,Resale,Strata,90,"18,667",-,Apartment,1,99 yrs lease commencing from 2015,27,Outside Central Region,06 to 10
NOTTINGHILL SUITES,"705,000",398.27,"1,770",Aug-23,TOH TUCK ROAD,Resale,Strata,37,"19,054",-,Apartment,1,Freehold,21,Rest of Central Region,01 to 05
HILLSTA,"1,168,000",861.12,"1,356",Aug-23,PHOENIX ROAD,Resale,Strata,80,"14,600",-,Condominium,1,99 yrs lease commencing from 2011,23,Outside Central Region,16 to 20
THE GARDEN RESIDENCES,"1,030,000",613.55,"1,679",Aug-23,SERANGOON NORTH VIEW,Resale,Strata,57,"18,070",-,Apartment,1,99 yrs lease commencing from 2017,19,Outside Central Region,01 to 05
SANCTUARY GREEN,"2,870,000","1,711.48","1,677",Aug-23,TANJONG RHU ROAD,Resale,Strata,159,"18,050",-,Condominium,1,99 yrs lease commencing from 1997,15,Rest of Central Region,11 to 15
DORSETT RESIDENCES,"1,430,000",688.9,"2,076",Aug-23,NEW BRIDGE ROAD,Resale,Strata,64,"22,344",-,Apartment,1,99 yrs lease commencing from 2009,02,Rest of Central Region,01 to 05
THE TAPESTRY,"788,000",473.62,"1,664",Aug-23,TAMPINES STREET 86,Resale,Strata,44,"17,909",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,11 to 15
ECHELON,"2,718,000","1,313.21","2,070",Aug-23,ALEXANDRA VIEW,Resale,Strata,122,"22,279",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,21 to 25
VALLEY MANSION,"2,000,000","1,140.98","1,753",Aug-23,OXLEY ROAD,Resale,Strata,106,"18,868",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
EASTPOINT GREEN,"985,000",958,"1,028",Aug-23,SIMEI STREET 3,Resale,Strata,89,"11,067",-,Condominium,1,99 yrs lease commencing from 1996,18,Outside Central Region,01 to 05
SIMSVILLE,"1,630,000","1,237.86","1,317",Aug-23,GEYLANG EAST AVENUE 2,Resale,Strata,115,"14,174",-,Condominium,1,99 yrs lease commencing from 1994,14,Rest of Central Region,06 to 10
PARC RIVIERA,"1,446,400",904.18,"1,600",Aug-23,WEST COAST VALE,Resale,Strata,84,"17,219",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,06 to 10
SIMS URBAN OASIS,"805,000",441.32,"1,824",Aug-23,SIMS DRIVE,Resale,Strata,41,"19,634",-,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,11 to 15
AFFINITY AT SERANGOON,"1,400,000",753.48,"1,858",Aug-23,SERANGOON NORTH AVENUE 1,Sub Sale,Strata,70,"20,000",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
COMMONWEALTH TOWERS,"960,000",441.32,"2,175",Aug-23,COMMONWEALTH AVENUE,Resale,Strata,41,"23,415",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,26 to 30
ROYCE RESIDENCES,"613,000",398.27,"1,539",Aug-23,LORONG 6 GEYLANG,Resale,Strata,37,"16,568",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
THE BEACON EDGE,"1,270,000",678.13,"1,873",Aug-23,TEMBELING ROAD,Resale,Strata,63,"20,159",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
THE WISTERIA,"755,000",548.96,"1,375",Aug-23,YISHUN RING ROAD,Resale,Strata,51,"14,804",-,Apartment,1,99 yrs lease commencing from 2015,27,Outside Central Region,11 to 15
AVILA GARDENS,"1,600,000","1,280.92","1,249",Aug-23,FLORA ROAD,Resale,Strata,119,"13,445",-,Condominium,1,Freehold,17,Outside Central Region,06 to 10
THE METROPOLITAN CONDOMINIUM,"2,600,000","1,399.32","1,858",Aug-23,ALEXANDRA VIEW,Resale,Strata,130,"20,000",-,Condominium,1,99 yrs lease commencing from 2006,03,Rest of Central Region,36 to 40
HILLSTA,"788,000",570.49,"1,381",Aug-23,PHOENIX ROAD,Resale,Strata,53,"14,868",-,Condominium,1,99 yrs lease commencing from 2011,23,Outside Central Region,16 to 20
THE PANORAMA,"1,370,000",699.66,"1,958",Aug-23,ANG MO KIO AVENUE 2,Resale,Strata,65,"21,077",-,Condominium,1,99 yrs lease commencing from 2013,20,Outside Central Region,16 to 20
THE TAPESTRY,"783,000",473.62,"1,653",Aug-23,TAMPINES STREET 86,Resale,Strata,44,"17,795",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,06 to 10
RIVERTREES RESIDENCES,"1,580,000","1,119.46","1,411",Aug-23,FERNVALE CLOSE,Resale,Strata,104,"15,192",-,Apartment,1,99 yrs lease commencing from 2013,28,Outside Central Region,11 to 15
LANDRIDGE CONDOMINIUM,"2,380,000","1,646.89","1,445",Aug-23,PASIR PANJANG ROAD,Resale,Strata,153,"15,556",-,Condominium,1,Freehold,05,Rest of Central Region,01 to 05
JEWEL @ BUANGKOK,"2,258,888","1,334.74","1,692",Aug-23,COMPASSVALE BOW,Resale,Strata,124,"18,217",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,11 to 15
THE CLEARWATER,"1,550,000","1,259.39","1,231",Aug-23,BEDOK RESERVOIR VIEW,Resale,Strata,117,"13,248",-,Condominium,1,99 yrs lease commencing from 1997,16,Outside Central Region,06 to 10
8 BASSEIN,"870,000",452.09,"1,924",Aug-23,BASSEIN ROAD,Resale,Strata,42,"20,714",-,Apartment,1,Freehold,11,Core Central Region,06 to 10
THE GREENWICH,"1,350,000","1,076.4","1,254",Aug-23,SELETAR ROAD,Resale,Strata,100,"13,500",-,Condominium,1,99 yrs lease commencing from 2009,28,Outside Central Region,01 to 05
LOYANG VALLEY,"1,700,000","1,872.94",908,Aug-23,LOYANG AVENUE,Resale,Strata,174,"9,770",-,Condominium,1,99 yrs lease commencing from 1982,17,Outside Central Region,01 to 05
AVENUE SOUTH RESIDENCE,"1,600,000",731.95,"2,186",Aug-23,SILAT AVENUE,Sub Sale,Strata,68,"23,529",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,06 to 10
THE TRIZON,"11,000,000","7,082.71","1,553",Aug-23,RIDGEWOOD CLOSE,Resale,Strata,658,"16,717",-,Condominium,1,Freehold,10,Core Central Region,21 to 25
MIDTOWN BAY,"2,449,000",731.95,"3,346",Aug-23,BEACH ROAD,New Sale,Strata,68,"36,015",-,Apartment,1,99 yrs lease commencing from 2018,07,Core Central Region,16 to 20
ORCHARD SOPHIA,"2,113,000",764.24,"2,765",Aug-23,SOPHIA ROAD,New Sale,Strata,71,"29,761",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
PINETREE HILL,"1,297,000",538.2,"2,410",Aug-23,PINE GROVE,New Sale,Strata,50,"25,940",-,Condominium,1,99 yrs lease commencing from 2022,21,Rest of Central Region,06 to 10
PINETREE HILL,"1,974,000",796.54,"2,478",Aug-23,PINE GROVE,New Sale,Strata,74,"26,676",-,Condominium,1,99 yrs lease commencing from 2022,21,Rest of Central Region,16 to 20
LEEDON GREEN,"2,419,000",818.06,"2,957",Aug-23,LEEDON HEIGHTS,New Sale,Strata,76,"31,829",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
LENTOR HILLS RESIDENCES,"1,971,000",958,"2,057",Aug-23,LENTOR HILLS ROAD,New Sale,Strata,89,"22,146",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,06 to 10
GRANGE 1866,"2,186,000",710.42,"3,077",Aug-23,GRANGE ROAD,New Sale,Strata,66,"33,121",-,Apartment,1,Freehold,10,Core Central Region,11 to 15
ONE HOLLAND VILLAGE RESIDENCES,"2,260,743",796.54,"2,838",Aug-23,HOLLAND VILLAGE WAY,New Sale,Strata,74,"30,551",-,Apartment,1,99 yrs lease commencing from 2018,10,Core Central Region,26 to 30
ONE PEARL BANK,"3,150,000","1,097.93","2,869",Aug-23,PEARL BANK,New Sale,Strata,102,"30,882",-,Apartment,1,99 yrs lease commencing from 2019,03,Rest of Central Region,31 to 35
LIV @ MB,"4,008,000","1,517.72","2,641",Aug-23,ARTHUR ROAD,New Sale,Strata,141,"28,426",-,Condominium,1,99 yrs lease commencing from 2021,15,Rest of Central Region,16 to 20
MIDTOWN BAY,"2,168,400",731.95,"2,962",Aug-23,BEACH ROAD,New Sale,Strata,68,"31,888",-,Apartment,1,99 yrs lease commencing from 2018,07,Core Central Region,06 to 10
ORCHARD SOPHIA,"1,229,000",441.32,"2,785",Aug-23,SOPHIA ROAD,New Sale,Strata,41,"29,976",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
ORCHARD SOPHIA,"1,277,000",462.85,"2,759",Aug-23,SOPHIA ROAD,New Sale,Strata,43,"29,698",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
ORCHARD SOPHIA,"1,238,000",441.32,"2,805",Aug-23,SOPHIA ROAD,New Sale,Strata,41,"30,195",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
ORCHARD SOPHIA,"1,775,000",635.08,"2,795",Aug-23,SOPHIA ROAD,New Sale,Strata,59,"30,085",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
ORCHARD SOPHIA,"1,250,000",441.32,"2,832",Aug-23,SOPHIA ROAD,New Sale,Strata,41,"30,488",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
ORCHARD SOPHIA,"2,316,000",839.59,"2,758",Aug-23,SOPHIA ROAD,New Sale,Strata,78,"29,692",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
ORCHARD SOPHIA,"1,297,000",462.85,"2,802",Aug-23,SOPHIA ROAD,New Sale,Strata,43,"30,163",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
ORCHARD SOPHIA,"1,263,000",441.32,"2,862",Aug-23,SOPHIA ROAD,New Sale,Strata,41,"30,805",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
ORCHARD SOPHIA,"1,275,000",441.32,"2,889",Aug-23,SOPHIA ROAD,New Sale,Strata,41,"31,098",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
ORCHARD SOPHIA,"1,701,000",602.78,"2,822",Aug-23,SOPHIA ROAD,New Sale,Strata,56,"30,375",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
ORCHARD SOPHIA,"1,997,000",710.42,"2,811",Aug-23,SOPHIA ROAD,New Sale,Strata,66,"30,258",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
ORCHARD SOPHIA,"1,719,000",602.78,"2,852",Aug-23,SOPHIA ROAD,New Sale,Strata,56,"30,696",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
ORCHARD SOPHIA,"1,684,000",592.02,"2,844",Aug-23,SOPHIA ROAD,New Sale,Strata,55,"30,618",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
ORCHARD SOPHIA,"1,699,000",592.02,"2,870",Aug-23,SOPHIA ROAD,New Sale,Strata,55,"30,891",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
ORCHARD SOPHIA,"2,037,000",710.42,"2,867",Aug-23,SOPHIA ROAD,New Sale,Strata,66,"30,864",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
ORCHARD SOPHIA,"1,714,000",592.02,"2,895",Aug-23,SOPHIA ROAD,New Sale,Strata,55,"31,164",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
THE ARDEN,"1,133,000",656.6,"1,726",Aug-23,PHOENIX ROAD,New Sale,Strata,61,"18,574",-,Apartment,1,99 yrs lease commencing from 2023,23,Outside Central Region,01 to 05
THE ARDEN,"1,133,000",656.6,"1,726",Aug-23,PHOENIX ROAD,New Sale,Strata,61,"18,574",-,Apartment,1,99 yrs lease commencing from 2023,23,Outside Central Region,01 to 05
THE ARDEN,"1,124,000",656.6,"1,712",Aug-23,PHOENIX ROAD,New Sale,Strata,61,"18,426",-,Apartment,1,99 yrs lease commencing from 2023,23,Outside Central Region,01 to 05
THE ARDEN,"1,124,000",656.6,"1,712",Aug-23,PHOENIX ROAD,New Sale,Strata,61,"18,426",-,Apartment,1,99 yrs lease commencing from 2023,23,Outside Central Region,01 to 05
THE ARDEN,"1,133,000",656.6,"1,726",Aug-23,PHOENIX ROAD,New Sale,Strata,61,"18,574",-,Apartment,1,99 yrs lease commencing from 2023,23,Outside Central Region,01 to 05
THE ARDEN,"1,691,000","1,011.82","1,671",Aug-23,PHOENIX ROAD,New Sale,Strata,94,"17,989",-,Apartment,1,99 yrs lease commencing from 2023,23,Outside Central Region,01 to 05
THE ARDEN,"1,133,000",656.6,"1,726",Aug-23,PHOENIX ROAD,New Sale,Strata,61,"18,574",-,Apartment,1,99 yrs lease commencing from 2023,23,Outside Central Region,01 to 05
THE ARDEN,"1,141,000",656.6,"1,738",Aug-23,PHOENIX ROAD,New Sale,Strata,61,"18,705",-,Apartment,1,99 yrs lease commencing from 2023,23,Outside Central Region,01 to 05
THE ARDEN,"1,141,000",656.6,"1,738",Aug-23,PHOENIX ROAD,New Sale,Strata,61,"18,705",-,Apartment,1,99 yrs lease commencing from 2023,23,Outside Central Region,01 to 05
TMW MAXWELL,"1,498,000",473.62,"3,163",Aug-23,TRAS STREET,New Sale,Strata,44,"34,045",-,Apartment,1,99 yrs lease commencing from 2023,02,Rest of Central Region,06 to 10
TMW MAXWELL,"1,576,000",473.62,"3,328",Aug-23,TRAS STREET,New Sale,Strata,44,"35,818",-,Apartment,1,99 yrs lease commencing from 2023,02,Rest of Central Region,06 to 10
TMW MAXWELL,"2,470,000",785.77,"3,143",Aug-23,TRAS STREET,New Sale,Strata,73,"33,836",-,Apartment,1,99 yrs lease commencing from 2023,02,Rest of Central Region,06 to 10
TMW MAXWELL,"1,621,000",484.38,"3,347",Aug-23,TRAS STREET,New Sale,Strata,45,"36,022",-,Apartment,1,99 yrs lease commencing from 2023,02,Rest of Central Region,06 to 10
TMW MAXWELL,"1,596,000",473.62,"3,370",Aug-23,TRAS STREET,New Sale,Strata,44,"36,273",-,Apartment,1,99 yrs lease commencing from 2023,02,Rest of Central Region,06 to 10
TMW MAXWELL,"1,932,000",516.67,"3,739",Aug-23,TRAS STREET,New Sale,Strata,48,"40,250",-,Apartment,1,99 yrs lease commencing from 2023,02,Rest of Central Region,16 to 20
THE ARDEN,"1,318,000",721.19,"1,828",Aug-23,PHOENIX ROAD,New Sale,Strata,67,"19,672",-,Apartment,1,99 yrs lease commencing from 2023,23,Outside Central Region,01 to 05
THE ARDEN,"1,798,000","1,011.82","1,777",Aug-23,PHOENIX ROAD,New Sale,Strata,94,"19,128",-,Apartment,1,99 yrs lease commencing from 2023,23,Outside Central Region,01 to 05
THE ARDEN,"1,214,000",656.6,"1,849",Aug-23,PHOENIX ROAD,New Sale,Strata,61,"19,902",-,Apartment,1,99 yrs lease commencing from 2023,23,Outside Central Region,01 to 05
THE ARDEN,"1,981,000","1,108.69","1,787",Aug-23,PHOENIX ROAD,New Sale,Strata,103,"19,233",-,Apartment,1,99 yrs lease commencing from 2023,23,Outside Central Region,01 to 05
THE ARDEN,"1,222,000",656.6,"1,861",Aug-23,PHOENIX ROAD,New Sale,Strata,61,"20,033",-,Apartment,1,99 yrs lease commencing from 2023,23,Outside Central Region,01 to 05
THE ARDEN,"1,824,000","1,011.82","1,803",Aug-23,PHOENIX ROAD,New Sale,Strata,94,"19,404",-,Apartment,1,99 yrs lease commencing from 2023,23,Outside Central Region,01 to 05
THE ARDEN,"1,222,000",656.6,"1,861",Aug-23,PHOENIX ROAD,New Sale,Strata,61,"20,033",-,Apartment,1,99 yrs lease commencing from 2023,23,Outside Central Region,01 to 05
THE ARDEN,"1,192,000",656.6,"1,815",Aug-23,PHOENIX ROAD,New Sale,Strata,61,"19,541",-,Apartment,1,99 yrs lease commencing from 2023,23,Outside Central Region,01 to 05
THE ARDEN,"1,189,000",656.6,"1,811",Aug-23,PHOENIX ROAD,New Sale,Strata,61,"19,492",-,Apartment,1,99 yrs lease commencing from 2023,23,Outside Central Region,01 to 05
THE ARDEN,"1,189,000",656.6,"1,811",Aug-23,PHOENIX ROAD,New Sale,Strata,61,"19,492",-,Apartment,1,99 yrs lease commencing from 2023,23,Outside Central Region,01 to 05
THE ARDEN,"2,459,000","1,388.56","1,771",Aug-23,PHOENIX ROAD,New Sale,Strata,129,"19,062",-,Apartment,1,99 yrs lease commencing from 2023,23,Outside Central Region,01 to 05
THE ARDEN,"2,141,000","1,205.57","1,776",Aug-23,PHOENIX ROAD,New Sale,Strata,112,"19,116",-,Apartment,1,99 yrs lease commencing from 2023,23,Outside Central Region,01 to 05
THE CASCADIA,"2,050,000",990.29,"2,070",Aug-23,BUKIT TIMAH ROAD,Resale,Strata,92,"22,283",-,Condominium,1,Freehold,21,Rest of Central Region,06 to 10
QUEENS PEAK,"1,850,000",947.23,"1,953",Aug-23,DUNDEE ROAD,Resale,Strata,88,"21,023",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,21 to 25
ADANA @ THOMSON,"1,082,000",559.73,"1,933",Aug-23,OLD UPPER THOMSON ROAD,Resale,Strata,52,"20,808",-,Apartment,1,Freehold,20,Outside Central Region,01 to 05
ICON,"1,220,000",699.66,"1,744",Aug-23,GOPENG STREET,Resale,Strata,65,"18,769",-,Apartment,1,99 yrs lease commencing from 2002,02,Core Central Region,21 to 25
1919,"1,278,000",559.73,"2,283",Aug-23,SOPHIA ROAD,Resale,Strata,52,"24,577",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
THE POIZ RESIDENCES,"975,000",527.44,"1,849",Aug-23,MEYAPPA CHETTIAR ROAD,Resale,Strata,49,"19,898",-,Apartment,1,99 yrs lease commencing from 2014,13,Rest of Central Region,11 to 15
BISHAN PARK CONDOMINIUM,"1,715,000","1,345.5","1,275",Aug-23,SIN MING WALK,Resale,Strata,125,"13,720",-,Condominium,1,99 yrs lease commencing from 1991,20,Rest of Central Region,06 to 10
THE LANDMARK,"1,412,601",495.14,"2,853",Aug-23,CHIN SWEE ROAD,New Sale,Strata,46,"30,709",-,Condominium,1,99 yrs lease commencing from 2020,03,Rest of Central Region,36 to 40
MIDTOWN MODERN,"4,233,000","1,463.9","2,892",Aug-23,TAN QUEE LAN STREET,New Sale,Strata,136,"31,125",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,21 to 25
SIGLAP V,"850,000",516.67,"1,645",Aug-23,FIRST STREET,Resale,Strata,48,"17,708",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
